REF_AREA_LABEL,REF_AREA,INDICATOR_LABEL,INDICATOR,YEAR,VALUE
Cote d'Ivoire,CIV,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,2002,43.9
Cote d'Ivoire,CIV,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,2008,47
Cote d'Ivoire,CIV,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,2015,46.6
Cote d'Ivoire,CIV,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,2018,21.7
Cote d'Ivoire,CIV,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,2021,20.8
Croatia,HRV,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,2009,1
Croatia,HRV,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,2010,1.4
Croatia,HRV,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,2011,1
Croatia,HRV,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,2012,1.1
Croatia,HRV,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,2013,1.2
Croatia,HRV,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,2014,1.2
Croatia,HRV,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,2015,0.7
Croatia,HRV,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,2016,0.9
Croatia,HRV,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,2017,0.6
Croatia,HRV,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,2018,0.5
Croatia,HRV,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,2019,0.4
Croatia,HRV,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,2020,0.4
Croatia,HRV,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,2021,0.3
Croatia,HRV,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,2022,0.4
Croatia,HRV,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,2023,0.3
Cyprus,CYP,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,2004,0.1
Cyprus,CYP,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,2005,0.1
Cyprus,CYP,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,2009,0.1
Cyprus,CYP,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,2010,0.1
Cyprus,CYP,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,2013,0.1
Cyprus,CYP,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,2014,0.1
Cyprus,CYP,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,2016,0.1
Cyprus,CYP,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,2017,0.1
Cyprus,CYP,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,2018,0.1
Cyprus,CYP,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,2019,0.2
Czechia,CZE,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,1996,0.1
Czechia,CZE,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,2006,0.1
Czechia,CZE,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,2007,0.1
Czechia,CZE,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,2008,0.1
Czechia,CZE,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,2011,0.1
Czechia,CZE,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,2012,0.1
Czechia,CZE,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,2021,0.1
Denmark,DNK,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,1987,0.6
Denmark,DNK,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,1992,0.6
Denmark,DNK,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,1995,0.1
Denmark,DNK,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,2000,0.1
Denmark,DNK,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,2003,0.4
Denmark,DNK,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,2004,0.3
Denmark,DNK,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,2005,0.3
Denmark,DNK,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,2006,0.2
Denmark,DNK,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,2007,0.1
Denmark,DNK,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,2008,0.3
Denmark,DNK,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,2009,0.6
Denmark,DNK,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,2010,0.1
Denmark,DNK,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,2013,0.3
Denmark,DNK,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,2014,0.2
Denmark,DNK,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,2015,0.2
Denmark,DNK,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,2016,0.3
Denmark,DNK,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,2017,0.1
Denmark,DNK,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,2018,0.2
Denmark,DNK,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,2019,0.3
Denmark,DNK,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,2020,0.2
Denmark,DNK,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,2021,0.2
Denmark,DNK,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,2022,0.2
Denmark,DNK,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,2023,0.4
Djibouti,DJI,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,2002,32.3
Djibouti,DJI,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,2012,26.4
Djibouti,DJI,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,2013,31.2
Djibouti,DJI,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,2017,25.4
Dominican Republic,DOM,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,1986,8.7
Dominican Republic,DOM,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,1989,21
Dominican Republic,DOM,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,1992,10
Dominican Republic,DOM,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,1996,8
Dominican Republic,DOM,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,1997,8.1
Dominican Republic,DOM,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,2000,8.3
Dominican Republic,DOM,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,2001,6.6
Dominican Republic,DOM,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,2002,9
Dominican Republic,DOM,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,2003,10.7
Dominican Republic,DOM,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,2004,14.6
Dominican Republic,DOM,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,2005,9.9
Dominican Republic,DOM,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,2006,8.1
Dominican Republic,DOM,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,2007,7.8
Dominican Republic,DOM,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,2008,7.1
Dominican Republic,DOM,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,2009,6.3
Dominican Republic,DOM,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,2010,5.5
Dominican Republic,DOM,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,2011,5.3
Dominican Republic,DOM,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,2012,5.4
Dominican Republic,DOM,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,2013,4.4
Dominican Republic,DOM,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,2014,4.1
Dominican Republic,DOM,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,2015,3.3
Dominican Republic,DOM,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,2016,3
Dominican Republic,DOM,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,2017,1.5
Dominican Republic,DOM,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,2018,1.1
Dominican Republic,DOM,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,2019,1
Dominican Republic,DOM,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,2020,1.3
Dominican Republic,DOM,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,2021,1.3
Dominican Republic,DOM,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,2022,1
Dominican Republic,DOM,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,2023,1.3
Dominican Republic,DOM,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,2024,0.8
East Asia & Pacific,EAS,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,1981,77.2
East Asia & Pacific,EAS,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,1982,76.4
East Asia & Pacific,EAS,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,1983,75.2
East Asia & Pacific,EAS,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,1984,73.2
East Asia & Pacific,EAS,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,1985,71.2
East Asia & Pacific,EAS,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,1986,69.5
East Asia & Pacific,EAS,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,1987,67
East Asia & Pacific,EAS,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,1988,63.2
East Asia & Pacific,EAS,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,1989,67.9
East Asia & Pacific,EAS,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,1990,67
East Asia & Pacific,EAS,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,1991,66
East Asia & Pacific,EAS,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,1992,64.4
East Asia & Pacific,EAS,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,1993,62.8
East Asia & Pacific,EAS,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,1994,59.2
East Asia & Pacific,EAS,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,1995,55.7
East Asia & Pacific,EAS,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,1996,52
East Asia & Pacific,EAS,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,1997,51.3
East Asia & Pacific,EAS,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,1998,51.6
East Asia & Pacific,EAS,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,1999,49.1
East Asia & Pacific,EAS,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,2000,46.6
East Asia & Pacific,EAS,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,2001,44.1
East Asia & Pacific,EAS,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,2002,40
East Asia & Pacific,EAS,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,2003,36.2
East Asia & Pacific,EAS,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,2004,32.9
East Asia & Pacific,EAS,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,2005,28.9
East Asia & Pacific,EAS,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,2006,27.7
East Asia & Pacific,EAS,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,2007,25
East Asia & Pacific,EAS,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,2008,23.4
East Asia & Pacific,EAS,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,2009,21.4
East Asia & Pacific,EAS,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,2010,18.9
East Asia & Pacific,EAS,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,2011,15.3
East Asia & Pacific,EAS,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,2012,13.2
East Asia & Pacific,EAS,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,2013,9
East Asia & Pacific,EAS,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,2014,7.8
East Asia & Pacific,EAS,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,2015,6.1
East Asia & Pacific,EAS,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,2016,5
East Asia & Pacific,EAS,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,2017,4.1
East Asia & Pacific,EAS,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,2018,3.3
East Asia & Pacific,EAS,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,2019,2.6
East Asia & Pacific,EAS,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,2020,2.7
East Asia & Pacific,EAS,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,2021,2.6
East Asia & Pacific,EAS,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,2022,2.4
East Asia & Pacific,EAS,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,2023,2.2
East Asia & Pacific,EAS,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,2024,2
Ecuador,ECU,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,1987,21.6
Ecuador,ECU,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,1994,21.5
Ecuador,ECU,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,1995,18.1
Ecuador,ECU,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,1998,21.1
Ecuador,ECU,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,1999,26.9
Ecuador,ECU,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,2000,34.1
Ecuador,ECU,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,2003,18.9
Ecuador,ECU,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,2004,19.4
Ecuador,ECU,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,2005,15.4
Ecuador,ECU,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,2006,10.9
Ecuador,ECU,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,2007,10.9
Ecuador,ECU,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,2008,9.8
Ecuador,ECU,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,2009,9.3
Ecuador,ECU,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,2010,7.8
Ecuador,ECU,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,2011,6.4
Ecuador,ECU,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,2012,6
Ecuador,ECU,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,2013,4.5
Ecuador,ECU,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,2014,4
Ecuador,ECU,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,2015,4.8
Ecuador,ECU,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,2016,5
Ecuador,ECU,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,2017,4.3
Ecuador,ECU,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,2018,4.7
Ecuador,ECU,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,2019,4.6
Ecuador,ECU,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,2020,8.4
Ecuador,ECU,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,2021,5.3
Ecuador,ECU,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,2022,4.4
Ecuador,ECU,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,2023,4.7
Ecuador,ECU,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,2024,7.3
Ecuador,ECU,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,2025,3.4
"Egypt, Arab Rep.",EGY,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,1990,7.1
"Egypt, Arab Rep.",EGY,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,1995,4.1
"Egypt, Arab Rep.",EGY,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,2004,4.1
"Egypt, Arab Rep.",EGY,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,2008,3.7
"Egypt, Arab Rep.",EGY,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,2010,1.5
"Egypt, Arab Rep.",EGY,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,2012,1.2
"Egypt, Arab Rep.",EGY,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,2015,1.2
"Egypt, Arab Rep.",EGY,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,2017,3.1
"Egypt, Arab Rep.",EGY,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,2019,2
"Egypt, Arab Rep.",EGY,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,2021,1.4
El Salvador,SLV,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,1989,24.8
El Salvador,SLV,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,1991,28.9
El Salvador,SLV,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,1995,19.3
El Salvador,SLV,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,1996,21.2
El Salvador,SLV,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,1998,26.3
El Salvador,SLV,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,1999,22.4
El Salvador,SLV,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,2000,18.4
El Salvador,SLV,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,2001,19.4
El Salvador,SLV,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,2002,19.5
El Salvador,SLV,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,2003,20.9
El Salvador,SLV,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,2004,16.3
El Salvador,SLV,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,2005,16.4
El Salvador,SLV,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,2006,12.6
El Salvador,SLV,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,2007,9.2
El Salvador,SLV,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,2008,12.6
El Salvador,SLV,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,2009,12.4
El Salvador,SLV,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,2010,11.4
El Salvador,SLV,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,2011,10.1
El Salvador,SLV,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,2012,8.5
El Salvador,SLV,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,2013,7.1
El Salvador,SLV,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,2014,7
El Salvador,SLV,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,2015,5.3
El Salvador,SLV,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,2016,5.8
El Salvador,SLV,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,2017,4.6
El Salvador,SLV,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,2018,4.1
El Salvador,SLV,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,2019,3
El Salvador,SLV,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,2021,5.1
El Salvador,SLV,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,2022,5.2
El Salvador,SLV,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,2023,4.6
Equatorial Guinea,GNQ,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,2022,8.8
Estonia,EST,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,1993,1.6
Estonia,EST,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,1995,0.7
Estonia,EST,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,2000,3
Estonia,EST,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,2001,3
Estonia,EST,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,2002,2.9
Estonia,EST,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,2003,3.6
Estonia,EST,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,2004,1.6
Estonia,EST,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,2005,1.1
Estonia,EST,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,2006,1.1
Estonia,EST,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,2007,0.6
Estonia,EST,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,2008,0.6
Estonia,EST,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,2009,0.8
Estonia,EST,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,2010,1
Estonia,EST,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,2011,1.2
Estonia,EST,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,2012,1
Estonia,EST,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,2013,1.1
Estonia,EST,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,2014,1
Estonia,EST,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,2015,0.7
Estonia,EST,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,2016,0.6
Estonia,EST,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,2017,0.5
Estonia,EST,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,2018,0.4
Estonia,EST,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,2019,0.7
Estonia,EST,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,2020,0.4
Estonia,EST,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,2021,0.3
Estonia,EST,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,2022,0.5
Estonia,EST,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,2023,0.3
